Cust_ID	name	code	pop	Block	Ship_mode	Discount	Weight_gm	Cust_calls	Prior_purchases	Priority	Gender	Cust_rating	Cost	Timeliness
333	Lao People's Democratic Republic	LAO	4512301.806	F	Road	5	5733	2	3	medium	M	3	201	1
334	Latvia	LVA	4521320.826	B	Road	8	5709	3	3	medium	M	2	188	0
335	Lebanon	LBN	4530339.845	A	Ship	2	4024	4	4	medium	M	1	267	0
336	Lesotho	LSO	4539358.865	C	Ship	13	3492	5	3	medium	M	1	189	1
337	Liberia	LBR	4548377.885	F	Ship	10	5696	3	3	low	F	3	145	0
338	Libyan Arab Jamahiriya	LBY	4557396.904	B	Ship	44	1647	5	2	low	M	1	166	1
339	Liechtenstein	LIE	4566415.924	D	Flight	10	5448	2	5	low	M	4	170	0
340	Lithuania	LTU	4575434.943	B	Flight	14	3528	3	2	medium	M	4	200	1
341	Luxembourg	LUX	4584453.963	C	Flight	9	5237	5	5	low	M	2	156	0
342	Macau	MAC	4593472.983	F	Ship	7	4881	4	6	medium	M	5	134	1
343	Madagascar	MDG	4602492.002	C	Ship	4	4298	5	3	high	M	4	245	0
344	Malawi	MWI	4611511.022	F	Ship	51	3191	2	3	medium	F	3	188	1
345	Malaysia	MYS	4620530.041	C	Road	24	1658	4	5	low	M	5	163	1
346	Maldives	MDV	4629549.061	D	Flight	10	5073	3	2	medium	F	1	191	0
347	Mali	MLI	4638568.081	B	Ship	10	3128	4	2	medium	M	2	256	1
348	Malta	MLT	4647587.1	A	Ship	9	4334	4	2	low	M	2	148	0
349	Marshall Islands	MHL	4656606.12	A	Ship	46	3306	3	2	medium	M	4	228	1
350	Martinique	MTQ	4665625.139	A	Ship	8	1867	6	4	medium	M	4	271	0
351	Mauritania	MRT	4674644.159	F	Ship	3	4343	5	3	low	F	3	187	0
352	Mauritius	MUS	4683663.179	A	Flight	10	5594	3	2	low	F	1	154	1
353	Mayotte	MYT	4692682.198	B	Ship	1	5695	3	3	medium	F	1	244	1
354	Mexico	MEX	4701701.218	F	Road	3	5233	4	4	low	M	3	134	0
355	Micronesia	 Federated States of	4710720.237	B	Ship	3	5910	3	6	medium	F	4	231	1
356	Monaco	MCO	4719739.257	C	Road	30	2867	3	3	low	M	2	268	1
357	Mongolia	MNG	4728758.277	F	Ship	7	5990	2	3	medium	F	1	166	1
358	Montenegro	MNE	4737777.296	A	Ship	6	5486	5	4	low	M	2	205	0
359	Montserrat	MSR	4746796.316	C	Ship	6	1761	6	4	high	F	5	278	0
360	Morocco	APR	4755815.335	D	Ship	7	5248	5	2	low	F	3	270	1
361	Mozambique	MOZ	4764834.355	B	Ship	9	4425	4	3	medium	F	4	181	1
362	Namibia	NAM	4773853.375	A	Ship	20	2266	3	2	medium	F	4	198	1
363	Nauru	NRU	4782872.394	F	Road	3	1006	6	4	low	M	3	269	0
364	Nepal	NPL	4791891.414	A	Road	6	5603	3	10	medium	F	1	164	0
365	Netherlands	NLD	4800910.433	B	Ship	25	1048	3	3	low	F	4	161	1
366	New Caledonia	NCL	4809929.453	F	Ship	1	5840	3	2	medium	M	4	243	1
367	New Zealand	NZL	4818948.473	F	Ship	1	5993	3	5	medium	M	2	113	0
368	Nicaragua	NIC	4827967.492	A	Ship	7	5401	4	5	medium	F	4	208	0
369	Niger	NER	4836986.512	A	Road	6	1580	6	4	low	M	4	282	0
370	Nigeria	NGA	4846005.531	A	Ship	8	4692	3	4	low	M	1	257	1
371	Niue	NIU	4855024.551	F	Flight	2	5600	5	4	high	F	1	226	0
372	Norway	NOR	4864043.571	D	Road	3	4449	3	3	low	F	4	175	0
373	Oman	OMN	4873062.59	B	Ship	5	5339	5	6	high	M	2	195	1
374	Pakistan	PAK	4882081.61	F	Flight	6	4600	4	3	low	F	4	175	1
375	Palau	PLW	4891100.629	B	Ship	65	1184	3	2	medium	M	3	162	1
376	Palestine	PSE	4900119.649	F	Ship	6	5748	4	3	medium	F	3	153	0
377	Panama	PAN	4909138.669	F	Road	3	4817	4	2	low	F	4	224	0
378	Papua New Guinea	PNG	4918157.688	F	Flight	9	5653	2	3	low	F	3	223	0
379	Paraguay	PRY	4927176.708	D	Flight	1	4184	3	4	low	F	2	168	1
380	Peru	PER	4936195.727	D	Ship	19	1366	3	3	low	F	3	135	1
381	Philippines	PHL	4945214.747	D	Flight	7	1172	6	4	low	F	4	305	1
382	Poland	POL	4954233.767	D	Ship	18	2435	3	2	low	M	3	267	1
383	Portugal	PRT	4963252.786	D	Ship	5	1360	5	5	low	F	4	217	1
384	Puerto Rico	PRI	4972271.806	D	Flight	6	4076	4	2	high	M	4	210	0
385	Qatar	QAT	4981290.825	F	Ship	10	4128	5	3	low	F	2	182	1
386	Republic of Moldova	MDA	4990309.845	F	Ship	2	1980	6	4	medium	F	5	244	0
387	Reunion	REU	4999328.865	B	Ship	4	1248	7	4	high	M	4	291	1
388	Romania	ROU	5008347.884	B	Ship	10	4880	3	3	high	F	4	122	0
389	Russia	RUS	5017366.904	A	Ship	42	2762	4	4	medium	F	1	222	1
390	Rwanda	RWA	5026385.923	F	Ship	3	4067	3	3	medium	F	4	199	0
391	Saint Barthelemy	BLM	5035404.943	F	Ship	7	1440	5	5	medium	M	5	266	0
392	Saint Kitts and Nevis	KNA	5044423.963	F	Road	10	4316	4	3	low	M	3	250	0
393	Saint Lucia	LCA	5053442.982	C	Ship	1	4395	4	2	low	M	5	141	1
394	Saint Martin	MAF	5062462.002	B	Ship	10	5591	5	3	low	M	5	167	0
395	Saint Pierre and Miquelon	SPM	5071481.021	D	Flight	4	5289	4	3	low	F	3	235	1
396	Samoa	WSM	5080500.041	C	Road	8	4709	6	5	medium	F	4	150	0
397	San Marino	SMR	5089519.061	C	Flight	2	4425	3	3	low	M	1	239	0
398	Sao Tome and Principe	STP	5098538.08	F	Road	60	1722	3	4	low	F	3	147	1
399	Saudi Arabia	SAU	5107557.1	D	Flight	1	4476	3	3	medium	F	1	237	1
400	Senegal	SEN	5116576.119	D	Ship	14	1686	4	4	low	M	3	180	1
401	Serbia	SRB	5125595.139	B	Ship	21	1014	4	4	low	M	5	212	1
402	Seychelles	SYC	5134614.159	C	Ship	7	4119	6	3	medium	M	5	204	0
403	Sierra Leone	SLE	5143633.178	F	Ship	43	1518	3	3	low	F	3	113	1
404	Singapore	SGP	5152652.198	F	Flight	4	4192	3	8	high	M	4	239	0
405	Slovakia	SVK	5161671.217	A	Ship	4	4756	4	3	low	M	4	239	0
406	Slovenia	SVN	5170690.237	C	Ship	30	3955	2	2	low	F	4	206	1
407	Solomon Islands	SLB	5179709.257	F	Flight	64	1847	4	3	medium	F	4	173	1
408	Somalia	SOM	5188728.276	C	Ship	52	1824	5	7	medium	M	4	178	1
409	South Africa	ZAF	5197747.296	A	Ship	4	4208	3	3	medium	F	2	228	0
410	Spain	ESP	5206766.315	F	Road	5	4861	3	3	low	F	5	241	1
411	Sri Lanka	LKA	5215785.335	F	Ship	5	1092	6	5	medium	F	3	244	0
412	Sudan	SDN	5224804.355	C	Ship	54	2427	3	2	medium	F	3	205	1
413	Suriname	SUR	5233823.374	B	Ship	1	1147	5	2	low	M	3	156	1
414	Swaziland	SWZ	5242842.394	C	Ship	65	1228	3	3	medium	F	3	160	1
415	Sweden	SWE	5251861.413	F	Road	7	5531	3	2	medium	F	2	199	1
416	Switzerland	CHE	5260880.433	C	Ship	1	4208	5	3	low	F	4	184	1
417	Syrian Arab Republic	SYR	5269899.453	B	Ship	12	2708	4	5	medium	F	4	226	1
418	Taiwan	TWN	5278918.472	B	Ship	3	4930	3	2	medium	M	4	238	0
419	Tajikistan	TJK	5287937.492	F	Ship	4	1281	6	5	medium	F	2	293	0
420	Thailand	THA	5296956.511	B	Ship	10	1628	6	4	medium	M	5	294	1
421	Macedonia	MKD	5305975.531	F	Ship	57	1833	3	3	low	M	1	160	1
422	Timor-Leste	TLS	5314994.551	F	Ship	4	4290	3	8	medium	F	1	269	0
423	Togo	TGO	5324013.57	B	Road	47	1023	5	3	medium	M	2	137	1
424	Tonga	TON	5333032.59	B	Ship	7	1774	5	6	low	F	2	262	0
425	Trinidad and Tobago	TTO	5342051.609	D	Ship	2	4718	3	3	medium	M	2	189	0
426	Tunisia	TUN	5351070.629	A	Ship	32	2931	3	10	medium	M	5	190	1
427	Turkey	TUR	5360089.649	B	Ship	9	5932	3	2	low	M	1	210	0
428	Turkmenistan	TKM	5369108.668	C	Ship	3	1527	4	5	medium	M	1	277	1
429	Turks and Caicos Islands	TCA	5378127.688	A	Ship	8	1691	6	4	low	F	4	306	1
430	Tuvalu	TUV	5387146.707	B	Road	3	4741	4	3	medium	M	5	259	1
431	Uganda	UGA	5396165.727	B	Road	10	5401	3	2	low	M	2	227	0
432	Ukraine	UKR	5405184.747	D	Flight	4	4604	6	3	high	F	3	226	1
433	United Arab Emirates	ARE	5414203.766	A	Ship	7	2878	3	3	low	F	4	210	1
434	United Kingdom	GBR	5423222.786	B	Ship	9	1567	6	4	low	F	2	305	0
435	United Republic of Tanzania	TZA	5432241.805	F	Ship	9	4896	4	3	low	F	2	224	0
436	United States	USA	5441260.825	A	Road	2	4887	4	3	medium	F	5	163	0
437	Uruguay	URY	5450279.845	D	Road	5	1876	5	5	medium	F	2	268	1
438	Uzbekistan	UZB	5459298.864	F	Ship	3	5700	5	3	medium	M	5	243	1
439	Vanuatu	VUT	5468317.884	F	Flight	52	3519	3	3	medium	M	5	233	1
440	Venezuela	VEN	5477336.903	B	Ship	7	5519	5	4	medium	M	1	241	1
441	Viet Nam	VNM	5486355.923	C	Ship	3	5062	4	3	medium	F	3	143	1
442	Wallis and Futuna Islands	WLF	5495374.943	D	Ship	9	4278	3	3	medium	M	1	156	0
443	Western Sahara	ESH	5504393.962	B	Ship	4	4102	3	3	low	M	2	179	1
444	Yemen	YEM	5513412.982	A	Ship	3	5746	3	3	low	F	3	206	1
445	Zambia	ZMB	5522432.001	C	Ship	3	2241	4	2	low	F	1	238	1
446	Zimbabwe	ZWE	5531451.021	F	Road	1	4952	6	3	low	F	3	171	0
447	Afghanistan	AFG	5540470.041	A	Ship	8	4337	4	10	medium	M	3	134	0
448	Albania	ALB	5549489.06	D	Road	33	3269	4	2	high	M	1	271	1
449	Algeria	DZA	5558508.08	A	Ship	16	1343	3	3	medium	F	3	143	1
450	Andorra	AND	5567527.099	F	Road	1	1883	6	4	low	F	4	260	0
451	Angola	AGO	5576546.119	C	Ship	6	5061	4	4	medium	M	5	176	0
452	Anguilla	AIA	5585565.139	C	Ship	2	4303	2	5	medium	F	4	158	1
453	Antarctica	ATA	5594584.158	A	Ship	3	5807	4	5	low	F	2	144	1
454	Antigua and Barbuda	ATG	5603603.178	F	Ship	2	5890	5	10	high	F	5	266	0
455	Argentina	ARG	5612622.197	C	Road	2	5760	3	3	low	M	1	182	0
456	Armenia	ARM	5621641.217	B	Road	8	5614	4	3	medium	M	4	204	0
457	Aruba	ABW	5630660.237	A	Ship	2	1400	5	5	low	M	4	223	0
458	Australia	AUS	5639679.256	A	Ship	3	1224	4	5	medium	M	3	225	0
459	Austria	AUT	5648698.276	C	Flight	3	4617	3	2	medium	F	2	189	0
460	Azerbaijan	AZE	5657717.295	C	Ship	8	1904	6	4	low	F	2	245	0
461	Bahamas	BHS	5666736.315	D	Flight	7	5543	4	2	medium	F	4	244	1
462	Bahrain	BHR	5675755.335	C	Ship	8	4594	3	2	low	F	1	245	1
463	Bangladesh	BGD	5684774.354	C	Ship	42	3621	3	4	medium	M	1	187	1
464	Barbados	BRB	5693793.374	F	Ship	29	3496	3	4	low	M	1	225	1
465	Belarus	BLR	5702812.393	B	Ship	1	1327	5	6	low	M	4	226	0
466	Belgium	BEL	5711831.413	F	Ship	54	1203	4	5	low	F	4	166	1
467	Belize	BLZ	5720850.433	D	Ship	7	4632	2	3	low	F	3	197	0
468	Benin	BEN	5729869.452	C	Ship	65	3485	4	2	medium	M	3	200	1
469	Bermuda	BMU	5738888.472	B	Ship	10	5337	3	3	low	F	3	181	0
470	Bhutan	BTN	5747907.491	C	Ship	7	5026	4	2	low	M	2	152	0
471	Bolivia	BOL	5756926.511	D	Road	5	5460	4	3	high	F	4	251	0
472	Bosnia and Herzegovina	BIH	5765945.531	F	Ship	64	1689	2	2	medium	M	3	164	1
473	Botswana	BWA	5774964.55	F	Ship	10	5883	4	3	low	F	3	125	0
474	Brazil	BRA	5783983.57	F	Ship	9	1006	4	3	medium	M	1	178	1
475	British Virgin Islands	VGB	5793002.589	B	Flight	2	1255	4	5	medium	M	2	255	0
476	Brunei Darussalam	BRN	5802021.609	A	Flight	28	1313	3	2	low	M	1	145	1
477	Bulgaria	BGR	5811040.629	F	Flight	10	4790	5	2	low	M	5	203	1
478	Burkina Faso	BFA	5820059.648	D	Ship	46	3938	3	4	low	F	5	223	1
479	Myanmar	MMR	5829078.668	C	Ship	13	2850	4	3	medium	F	2	243	1
480	Burundi	BDI	5838097.687	A	Road	18	1537	4	2	medium	M	3	152	1
481	Cambodia	KHM	5847116.707	B	Road	8	1867	5	5	medium	F	5	265	0
482	Cameroon	CMR	5856135.727	F	Ship	5	1702	5	6	low	M	2	244	1
483	Canada	CAN	5865154.746	D	Ship	10	4208	3	3	high	F	1	165	0
484	Cayman Islands	CYM	5874173.766	F	Road	3	1786	4	5	low	F	3	270	1
485	Central African Republic	CAF	5883192.785	A	Ship	3	4030	5	2	low	M	2	266	0
486	Chad	TCD	5892211.805	A	Ship	5	4743	5	3	medium	F	3	113	0
487	Chile	CHL	5901230.824	A	Ship	15	1181	6	5	medium	F	4	138	1
488	China	CHN	5910249.844	B	Ship	9	5390	2	4	medium	M	3	263	0
489	Colombia	COL	5919268.864	F	Ship	8	4926	4	2	low	M	1	140	0
490	Comoros	COM	5928287.883	F	Ship	9	4305	4	3	low	M	4	231	1
491	Congo	COG	5937306.903	A	Ship	8	1404	6	4	low	M	1	283	0
492	Cook Islands	COK	5946325.922	F	Ship	3	1586	6	4	medium	F	4	268	0
493	Costa Rica	CRI	5955344.942	F	Ship	8	4531	5	3	medium	F	1	183	0
494	Cote d'Ivoire	CIV	5964363.962	F	Ship	2	4746	3	3	low	M	1	268	1
495	Croatia	HRV	5973382.981	F	Ship	2	5022	4	2	low	M	1	272	0
496	Cuba	CUB	5982402.001	B	Road	10	4240	5	2	low	F	1	168	0
497	Cyprus	CYP	5991421.02	D	Ship	1	5500	2	3	high	F	1	228	1
498	Czech Republic	CZE	6000440.04	F	Ship	8	3231	5	2	medium	F	3	245	1
499	Democratic Republic of the Congo	COD	6009459.06	D	Ship	12	1583	4	10	high	M	4	162	1
500	Denmark	DNK	6018478.079	F	Ship	4	1628	7	4	medium	M	3	256	0
501	Djibouti	DJI	6027497.099	A	Ship	7	1378	4	5	low	F	2	255	0
502	Dominica	DMA	6036516.118	B	Ship	10	5417	3	3	medium	F	4	270	0
503	Dominican Republic	DOM	6045535.138	F	Flight	52	1459	4	2	low	M	4	146	1
504	Ecuador	ECU	6054554.158	F	Ship	46	3709	5	3	medium	M	4	192	1
505	Egypt	EGY	6063573.177	B	Flight	4	4502	4	2	low	F	2	253	1
506	El Salvador	SLV	6072592.197	F	Ship	2	4636	5	2	medium	M	2	189	1
507	Equatorial Guinea	GNQ	6081611.216	A	Road	6	4547	5	4	high	F	5	271	1
508	Eritrea	ERI	6090630.236	A	Ship	18	2699	3	4	low	F	2	256	1
509	Estonia	EST	6099649.256	D	Ship	59	3838	3	4	high	M	1	243	1
510	Ethiopia	ETH	6108668.275	F	Ship	51	1425	5	7	medium	F	3	149	1
511	Falkland Islands (Malvinas)	FLK	6117687.295	A	Ship	3	1660	6	4	medium	F	5	251	0
512	Fiji	FJI	6126706.314	B	Ship	7	5614	4	3	low	M	2	162	0
513	Finland	FIN	6135725.334	D	Road	4	4374	4	3	low	F	1	251	1
514	France	FRA	6144744.354	F	Ship	19	2944	6	3	high	F	4	192	1
515	French Guiana	GUF	6153763.373	D	Ship	6	4652	3	2	medium	M	5	272	0
516	French Polynesia	PYF	6162782.393	F	Road	3	4878	3	2	low	F	5	271	0
517	French Southern and Antarctic Lands	ATF	6171801.412	A	Road	10	1144	4	5	medium	F	1	231	0
518	Gabon	GAB	6180820.432	F	Ship	1	4536	4	4	medium	F	3	166	0
519	Gambia	GMB	6189839.452	B	Ship	5	1782	6	4	medium	M	4	296	1
520	Georgia	GEO	6198858.471	C	Road	2	5150	4	2	low	M	5	142	1
521	Germany	DEU	6207877.491	C	Ship	41	2042	3	3	low	F	4	216	1
522	Ghana	GHA	6216896.51	F	Ship	41	3015	3	10	medium	M	5	241	1
523	Gibraltar	GIB	6225915.53	B	Flight	4	4812	5	2	medium	M	5	148	0
524	Greece	GRC	6234934.55	D	Ship	5	1215	6	4	low	M	3	304	1
525	Greenland	GRL	6243953.569	D	Ship	5	1981	5	6	low	F	2	226	1
526	Grenada	GRD	6252972.589	C	Flight	1	4865	4	4	low	F	3	221	0
527	Guadeloupe	GLP	6261991.608	C	Ship	7	5211	4	3	low	F	1	269	1
528	Guatemala	GTM	6271010.628	F	Road	5	5470	4	10	medium	F	2	189	0
529	Guinea	GIN	6280029.648	D	Ship	5	4363	3	2	high	F	4	209	0
530	Guinea-Bissau	GNB	6289048.667	F	Road	41	3280	4	3	medium	F	4	197	1
531	Guyana	GUY	6298067.687	F	Ship	3	1070	7	4	medium	M	2	300	1
532	Haiti	HTI	6307086.706	F	Ship	55	1663	2	3	low	F	4	255	1
533	Holy See (Vatican City)	VAT	6316105.726	D	Ship	9	1869	4	5	medium	F	4	257	1
534	Honduras	HND	6325124.746	A	Road	1	1177	5	6	medium	F	4	262	0
535	Hong Kong	HKG	6334143.765	B	Flight	45	2707	4	3	low	F	3	227	1
536	Hungary	HUN	6343162.785	C	Ship	6	4226	4	2	low	M	3	229	1
537	Iceland	ISL	6352181.804	F	Ship	3	4454	4	3	high	M	5	164	0
538	India	IND	6361200.824	B	Ship	47	1909	5	5	medium	M	3	174	1
539	Indonesia	IDN	6370219.844	A	Ship	16	1499	5	3	medium	M	2	158	1
540	Iran (Islamic Republic of)	IRN	6379238.863	D	Ship	8	4914	5	2	high	F	4	263	0
541	Iraq	IRQ	6388257.883	A	Ship	1	4078	3	3	high	M	5	270	1
542	Ireland	IRL	6397276.902	B	Road	65	3679	4	3	low	F	2	239	1
543	Isle of Man	IMN	6406295.922	F	Ship	4	5782	4	3	medium	F	2	252	0
544	Israel	ISR	6415314.942	D	Ship	6	1631	6	5	high	M	4	297	0
545	Italy	ITA	6424333.961	F	Ship	37	2239	6	3	medium	M	1	257	1
546	Jamaica	JAM	6433352.981	B	Ship	5	5059	4	2	low	F	1	216	0
547	Japan	JPN	6442372	F	Ship	2	4503	4	4	medium	F	4	224	1
548	Jordan	JOR	6451391.02	C	Flight	7	3311	3	2	high	M	3	255	1
549	Kazakhstan	KAZ	6460410.04	D	Ship	2	5649	4	2	low	M	2	265	0
550	Kenya	KEN	6469429.059	F	Ship	27	3276	5	2	medium	M	2	184	1
551	Kiribati	KIR	6478448.079	C	Ship	4	5014	5	2	low	F	3	254	0
552	Korea	PRK	6487467.098	B	Ship	15	2302	3	2	medium	F	4	230	1
553	Korea	KOR	6496486.118	C	Ship	60	1950	4	2	low	M	1	140	1
554	Kuwait	KWT	6505505.138	B	Ship	10	4291	4	4	low	F	3	200	1
555	Kyrgyzstan	KGZ	6514524.157	A	Road	2	1243	6	4	low	F	5	269	0
556	Lao People's Democratic Republic	LAO	6523543.177	F	Ship	22	1698	4	2	low	F	1	177	1
557	Latvia	LVA	6532562.196	B	Road	7	5517	4	3	high	F	3	274	0
558	Lebanon	LBN	6541581.216	B	Ship	4	2263	4	4	low	M	1	216	1
559	Lesotho	LSO	6550600.236	A	Ship	4	5461	5	2	low	F	1	246	0
560	Liberia	LBR	6559619.255	F	Ship	8	1841	4	5	low	M	5	245	0
561	Libyan Arab Jamahiriya	LBY	6568638.275	D	Ship	60	2443	5	6	medium	F	5	234	1
562	Liechtenstein	LIE	6577657.294	B	Ship	5	1966	6	4	low	M	5	258	1
563	Lithuania	LTU	6586676.314	D	Ship	56	3765	3	2	low	F	4	192	1
564	Luxembourg	LUX	6595695.334	C	Ship	18	2832	3	2	medium	F	1	230	1
565	Macau	MAC	6604714.353	F	Ship	5	5320	2	3	low	F	5	189	0
566	Madagascar	MDG	6613733.373	C	Road	4	5857	4	3	medium	M	4	222	0
567	Malawi	MWI	6622752.392	F	Ship	1	1472	4	5	medium	M	1	245	0
568	Malaysia	MYS	6631771.412	A	Ship	5	5656	4	2	low	F	3	196	0
569	Maldives	MDV	6640790.432	A	Flight	3	5223	4	3	low	M	1	219	1
570	Mali	MLI	6649809.451	B	Road	9	5224	2	7	low	F	4	255	1
571	Malta	MLT	6658828.471	C	Ship	30	3928	3	2	medium	M	2	210	1
572	Marshall Islands	MHL	6667847.49	A	Ship	5	5647	4	2	medium	F	1	157	0
573	Martinique	MTQ	6676866.51	D	Road	1	4247	4	2	medium	F	5	239	0
574	Mauritania	MRT	6685885.53	A	Road	7	4390	4	2	low	M	5	259	1
575	Mauritius	MUS	6694904.549	B	Ship	6	1736	4	5	medium	F	2	264	1
576	Mayotte	MYT	6703923.569	A	Ship	10	5528	4	4	low	F	2	239	1
577	Mexico	MEX	6712942.588	A	Flight	7	4834	4	3	low	F	3	177	1
578	Micronesia	 Federated States of	6721961.608	D	Road	57	3741	4	2	medium	M	3	209	1
579	Monaco	MCO	6730980.628	A	Flight	21	2351	3	3	medium	M	2	227	1
580	Mongolia	MNG	6739999.647	B	Road	23	1930	2	3	low	F	3	151	1
581	Montenegro	MNE	6749018.667	B	Ship	8	4879	4	4	low	M	3	134	1
582	Montserrat	MSR	6758037.686	D	Ship	1	5677	4	3	low	F	1	180	0
583	Morocco	MAY	6767056.706	A	Ship	4	5275	3	2	low	F	5	135	1
584	Mozambique	MOZ	6776075.726	F	Ship	25	3689	3	3	low	M	1	263	1
585	Namibia	NAM	6785094.745	F	Road	2	5327	4	2	medium	M	2	173	0
586	Nauru	NRU	6794113.765	C	Road	7	4717	4	2	low	F	3	204	1
587	Nepal	NPL	6803132.784	A	Road	10	4668	5	4	medium	M	1	238	0
588	Netherlands	NLD	6812151.804	F	Road	5	4061	4	3	medium	M	4	179	1
589	New Caledonia	NCL	6821170.824	F	Ship	29	1349	4	5	low	M	3	163	1
590	New Zealand	NZL	6830189.843	C	Ship	1	5862	3	2	low	M	2	258	0
591	Nicaragua	NIC	6839208.863	A	Ship	1	1372	6	4	medium	F	4	292	1
592	Niger	NER	6848227.882	D	Ship	3	5031	4	3	low	M	4	180	0
593	Nigeria	NGA	6857246.902	F	Road	2	4246	4	6	medium	M	3	250	0
594	Niue	NIU	6866265.922	D	Ship	8	4651	6	3	low	F	3	98	1
595	Norway	NOR	6875284.941	F	Ship	8	5865	4	3	low	F	2	255	0
596	Oman	OMN	6884303.961	F	Flight	4	4787	4	3	low	F	1	240	0
597	Pakistan	PAK	6893322.98	C	Road	36	3381	5	2	medium	F	5	230	1
598	Palau	PLW	6902342	F	Ship	2	5135	4	3	medium	M	4	139	0
599	Palestine	PSE	6911361.02	F	Ship	2	1150	3	2	medium	F	2	135	1
600	Panama	PAN	6920380.039	F	Ship	3	5118	5	3	low	F	1	181	0
601	Papua New Guinea	PNG	6929399.059	D	Ship	7	5299	3	3	medium	M	4	248	0
602	Paraguay	PRY	6938418.078	F	Ship	4	5717	4	3	medium	M	2	181	0
603	Peru	PER	6947437.098	F	Road	4	5500	3	7	high	M	4	180	0
604	Philippines	PHL	6956456.118	A	Ship	9	5095	4	2	medium	M	4	247	0
605	Poland	POL	6965475.137	F	Ship	1	4180	3	3	low	F	3	192	1
606	Portugal	PRT	6974494.157	F	Ship	17	3085	4	3	low	M	5	268	1
607	Puerto Rico	PRI	6983513.176	D	Ship	4	4855	5	4	low	F	1	170	1
608	Qatar	QAT	6992532.196	D	Ship	39	2424	2	4	medium	M	2	188	1
609	Republic of Moldova	MDA	7001551.216	F	Ship	3	4622	4	2	medium	M	2	137	1
610	Reunion	REU	7010570.235	C	Flight	5	4693	3	2	low	F	4	148	1
611	Romania	ROU	7019589.255	C	Ship	1	1384	7	4	low	F	3	262	1
612	Russia	RUS	7028608.274	C	Flight	46	2484	2	3	medium	F	2	184	1
613	Rwanda	RWA	7037627.294	F	Ship	7	4038	3	4	high	F	2	251	0
614	Saint Barthelemy	BLM	7046646.314	D	Road	10	1173	4	5	low	F	4	233	1
615	Saint Kitts and Nevis	KNA	7055665.333	C	Road	6	5261	3	3	low	F	3	241	0
616	Saint Lucia	LCA	7064684.353	D	Ship	7	5216	6	7	high	M	5	263	1
617	Saint Martin	MAF	7073703.372	B	Ship	47	3974	4	2	low	F	5	185	1
618	Saint Pierre and Miquelon	SPM	7082722.392	D	Ship	8	4996	4	3	low	F	1	234	0
619	Samoa	WSM	7091741.412	D	Ship	39	3719	4	3	low	F	1	264	1
620	San Marino	SMR	7100760.431	C	Road	8	5227	4	6	low	M	2	231	0
621	Sao Tome and Principe	STP	7109779.451	F	Ship	54	1056	3	2	medium	F	4	136	1
622	Saudi Arabia	SAU	7118798.47	F	Road	5	5019	5	3	low	F	1	145	0
623	Senegal	SEN	7127817.49	F	Ship	2	5177	3	4	low	M	5	191	1
624	Serbia	SRB	7136836.51	C	Flight	16	1955	4	5	low	F	4	127	1
625	Seychelles	SYC	7145855.529	B	Ship	8	4388	6	5	medium	F	4	227	0
626	Sierra Leone	SLE	7154874.549	C	Flight	3	5177	4	3	medium	M	1	265	0
627	Singapore	SGP	7163893.568	D	Ship	1	4357	4	7	medium	F	5	186	0
628	Slovakia	SVK	7172912.588	D	Ship	39	2459	4	3	high	F	2	220	1
629	Slovenia	SVN	7181931.608	A	Ship	8	1097	4	5	low	F	2	233	0
630	Solomon Islands	SLB	7190950.627	C	Ship	10	1683	5	5	medium	F	5	251	0
631	Somalia	SOM	7199969.647	F	Ship	8	1892	7	4	medium	M	3	267	1
632	South Africa	ZAF	7208988.666	B	Ship	33	1694	7	3	low	F	4	192	1
633	Spain	ESP	7218007.686	C	Ship	6	5893	3	2	low	M	5	228	0
634	Sri Lanka	LKA	7227026.706	A	Flight	2	5252	5	8	high	M	2	264	1
635	Sudan	SDN	7236045.725	C	Ship	3	4811	3	3	medium	F	4	212	0
636	Suriname	SUR	7245064.745	B	Flight	8	1001	5	5	medium	M	3	260	0
637	Swaziland	SWZ	7254083.764	F	Ship	4	5692	3	2	low	F	5	174	0
638	Sweden	SWE	7263102.784	F	Road	19	2167	3	3	medium	F	3	205	1
639	Switzerland	CHE	7272121.804	F	Ship	1	1105	6	4	medium	M	5	310	1
640	Syrian Arab Republic	SYR	7281140.823	F	Road	18	2849	4	3	high	F	3	253	1
641	Taiwan	TWN	7290159.843	F	Flight	57	1949	3	6	medium	M	4	145	1
642	Tajikistan	TJK	7299178.862	D	Ship	3	1406	4	4	low	F	3	192	1
643	Thailand	THA	7308197.882	F	Ship	9	1227	5	5	medium	M	2	261	1
644	Macedonia	MKD	7317216.902	A	Ship	8	5029	5	4	low	M	5	135	0
645	Timor-Leste	TLS	7326235.921	C	Road	7	2424	3	3	low	M	4	262	1
646	Togo	TGO	7335254.941	C	Ship	27	2249	3	6	low	F	4	285	1
647	Tonga	TON	7344273.96	D	Ship	2	3830	4	4	medium	F	4	212	1
648	Trinidad and Tobago	TTO	7353292.98	F	Flight	1	1488	5	5	low	M	1	262	1
649	Tunisia	TUN	7362312	F	Ship	6	4226	2	3	medium	F	4	208	1
650	Turkey	TUR	7371331.019	A	Ship	3	1504	3	5	low	F	3	183	0
651	Turkmenistan	TKM	7380350.039	B	Ship	6	5787	6	4	low	M	2	225	1
652	Turks and Caicos Islands	TCA	7389369.058	A	Ship	8	1553	6	4	medium	M	2	282	0
